DISTRICTS,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER THEFTS,FORGERY,COUNTERFEITING,sum
"JODHPUR EAST, RAJASTHAN",3.714285714,9.928571429,0.642857143,8.214285714,0.0,4.642857143,17.85714286,0.0,0.0,5.928571429,29.71428571,98.28571429,63.35714286,23.0,0.428571429,0.5,90.5,0.071428571,1.214285714,65.78571429,1.0,19.07142857,0.0,51.35714286,0.0,45.35714286,11.92857143,26.5,0.0,579.0000000160001
"JODHPUR RURAL, RAJASTHAN",16.35714286,19.35714286,0.785714286,25.21428571,0.0,19.0,50.42857143,1.0,0.071428571,11.28571429,79.71428571,168.6428571,57.92857143,98.35714286,4.428571429,4.714285714,123.9285714,0.142857143,9.785714286,522.7142857,9.214285714,42.78571429,0.0,76.28571429,0.0,159.9285714,12.35714286,11.5,0.428571429,1526.357142762
"JODHPUR WEST, RAJASTHAN",4.857142857,10.57142857,0.428571429,14.85714286,0.0,8.428571429,21.57142857,0.571428571,0.071428571,7.785714286,38.57142857,118.2142857,72.21428571,29.92857143,0.0,1.285714286,51.71428571,0.142857143,3.357142857,48.57142857,0.785714286,25.07142857,0.0,24.14285714,0.0,59.14285714,16.07142857,12.57142857,0.428571429,571.357142824
"JODHPUR, RAJASTHAN",14.5,30.85714286,0.785714286,9.642857143,0.0,9.642857143,59.85714286,0.5,0.142857143,13.28571429,124.7857143,372.7142857,162.3571429,210.3571429,39.5,23.14285714,182.8571429,1.214285714,14.35714286,832.3571429,5.357142857,41.42857143,1.357142857,93.07142857,0.071428571,87.64285714,0.0,0.0,0.0,2331.7857144639997
"JORHAT, ASSAM",43.07142857,12.85714286,3.214285714,47.35714286,0.0,42.21428571,137.2857143,4.285714286,0.0,25.5,107.4285714,295.1428571,71.28571429,198.8571429,34.64285714,29.5,56.64285714,2.5,14.07142857,277.2142857,1.071428571,67.64285714,0.0,127.8571429,0.0,118.5714286,25.0,0.0,0.0,1743.214285751
"JUNAGADH, GUJARAT",41.78571429,21.57142857,0.071428571,16.71428571,0.0,13.71428571,116.7142857,8.071428571,0.071428571,36.0,198.9285714,476.4285714,185.0,286.9285714,91.71428571,56.0,52.71428571,10.42857143,22.78571429,459.0714286,3.428571429,46.78571429,7.428571429,403.6428571,0.0,237.1428571,4.5,0.0,1.714285714,2799.3571426950007
"K.G.F., KARNATAKA",13.71428571,20.21428571,0.857142857,10.57142857,0.0,7.714285714,18.28571429,1.357142857,0.357142857,9.857142857,66.92857143,99.35714286,26.78571429,69.57142857,61.42857143,1.357142857,22.42857143,0.5,0.357142857,221.0714286,4.571428571,17.0,0.142857143,19.64285714,0.0,31.71428571,3.0,0.071428571,0.0,728.8571428809998
"K.RAILWAYS, KARNATAKA",0.928571429,0.071428571,0.0,0.214285714,0.0,0.071428571,0.571428571,1.142857143,0.0,6.857142857,0.0,50.85714286,0.0,0.0,0.0,0.0,0.428571429,0.0,0.0,3.285714286,0.071428571,1.285714286,0.0,0.142857143,0.0,1.0,50.85714286,0.0,0.642857143,118.428571434
"K/KUMEY, ARUNACHAL PRADESH",3.071428571,1.928571429,0.0,1.214285714,0.0,1.214285714,2.571428571,0.428571429,0.0,0.285714286,4.142857143,4.428571429,0.142857143,4.285714286,0.428571429,1.357142857,1.0,0.0,0.357142857,5.928571429,0.0,0.285714286,0.0,0.142857143,0.0,1.285714286,0.0,0.0,0.0,34.50000000200001
"KABIRDHAM, CHHATTISGARH",15.85714286,10.5,1.285714286,29.71428571,0.0,24.07142857,26.0,0.357142857,0.071428571,4.5,77.0,82.28571429,16.35714286,61.85714286,25.28571429,2.071428571,14.07142857,0.5,5.142857143,395.0714286,2.214285714,65.28571429,4.214285714,20.07142857,0.0,76.57142857,4.071428571,0.0,0.0,964.4285714669999
"KACHCHH EAST(G), GUJARAT",2.5,1.928571429,0.071428571,6.642857143,0.0,2.285714286,9.428571429,0.428571429,0.071428571,1.642857143,19.57142857,24.64285714,13.85714286,0.0,6.571428571,1.214285714,2.357142857,0.0,0.142857143,10.0,0.0,5.142857143,0.0,11.35714286,0.0,77.14285714,10.78571429,0.571428571,0.0,208.35714286
"KACHCHH WEST(B), GUJARAT",1.142857143,0.928571429,0.0,3.928571429,0.0,1.285714286,5.0,0.285714286,0.0,1.071428571,15.14285714,16.92857143,5.357142857,0.0,8.642857143,2.071428571,4.642857143,0.0,0.285714286,7.571428571,0.0,4.285714286,0.0,14.5,0.0,53.0,11.57142857,1.142857143,0.857142857,159.642857141
"KAITHAL, HARYANA",28.5,18.21428571,3.642857143,24.57142857,0.0,20.35714286,62.28571429,4.0,4.642857143,11.64285714,149.2857143,253.3571429,144.8571429,102.9285714,0.0,54.5,21.42857143,1.142857143,7.857142857,196.7857143,9.0,24.5,0.785714286,133.0714286,0.0,50.28571429,5.571428571,0.714285714,0.0,1333.928571547
"KALABURGI, KARNATAKA",5.357142857,6.928571429,0.571428571,11.35714286,0.0,3.928571429,9.428571429,0.571428571,1.214285714,4.785714286,28.0,21.92857143,11.78571429,0.0,0.214285714,0.428571429,7.857142857,0.0,0.357142857,9.857142857,1.0,22.28571429,0.0,9.071428571,0.0,138.0714286,10.14285714,0.357142857,0.0,305.500000038
"KALAHANDI, ODISHA",29.28571429,28.28571429,0.785714286,56.71428571,0.0,42.57142857,71.57142857,6.428571429,0.214285714,30.78571429,67.42857143,84.78571429,15.28571429,64.14285714,84.21428571,9.571428571,54.21428571,0.714285714,7.857142857,249.6428571,7.285714286,97.07142857,8.0,52.92857143,0.0,85.57142857,5.357142857,0.0,0.0,1160.714285674
"KAMENG EAST, ARUNACHAL PRADESH",4.357142857,1.0,0.071428571,2.142857143,0.0,2.0,9.857142857,1.642857143,0.0,3.714285714,12.64285714,17.21428571,1.071428571,14.85714286,1.714285714,1.071428571,2.357142857,0.071428571,0.214285714,36.57142857,0.0,4.785714286,0.0,0.214285714,0.0,2.785714286,1.285714286,0.071428571,0.0,121.71428570599998
"KAMENG WEST, ARUNACHAL PRADESH",4.5,1.571428571,0.285714286,0.714285714,0.0,0.642857143,4.571428571,1.142857143,0.0,2.571428571,9.071428571,19.28571429,3.0,15.5,2.0,1.5,1.928571429,0.428571429,0.571428571,22.28571429,0.0,3.214285714,0.0,0.357142857,0.0,12.57142857,0.785714286,0.0,0.0,108.50000000600001
"KAMRUP, ASSAM",39.71428571,25.78571429,7.428571429,66.71428571,0.0,54.07142857,236.1428571,18.14285714,2.285714286,31.42857143,162.8571429,340.4285714,84.42857143,212.0714286,84.71428571,36.14285714,53.07142857,2.5,12.14285714,185.2857143,3.071428571,43.85714286,0.0,140.7142857,0.0,106.7857143,43.92857143,0.714285714,0.571428571,1995.0000000010002
"KANCHIPURAM, TAMIL NADU",59.5,72.0,0.0,23.07142857,0.0,20.78571429,31.71428571,4.5,0.071428571,16.14285714,159.7142857,426.3571429,98.35714286,300.9285714,104.8571429,1.071428571,46.92857143,6.285714286,11.71428571,415.2857143,6.785714286,29.85714286,12.21428571,15.57142857,0.642857143,851.5,27.07142857,0.0,0.642857143,2743.5714286200005
"KANDHAMAL, ODISHA",25.71428571,13.0,0.428571429,40.92857143,0.0,33.28571429,52.28571429,3.285714286,0.142857143,14.28571429,55.64285714,69.21428571,9.071428571,56.14285714,80.35714286,6.357142857,30.28571429,0.214285714,34.42857143,305.2142857,3.857142857,98.78571429,5.071428571,39.64285714,0.0,16.21428571,4.0,0.0,0.0,997.857142848
"KANGRA, HIMACHAL PRADESH",24.57142857,14.42857143,2.071428571,28.35714286,0.0,22.07142857,62.71428571,0.714285714,0.0,2.428571429,140.7142857,123.0714286,37.14285714,80.92857143,108.0714286,11.28571429,50.28571429,1.214285714,20.28571429,215.9285714,0.642857143,56.64285714,7.5,50.92857143,0.0,49.64285714,5.0,0.071428571,0.0,1116.714285732
"KANKER, CHHATTISGARH",40.92857143,32.5,0.5,34.64285714,0.0,28.92857143,28.14285714,12.14285714,0.214285714,9.285714286,62.07142857,58.85714286,13.92857143,39.85714286,28.57142857,2.071428571,9.214285714,0.571428571,12.28571429,40.71428571,1.857142857,30.71428571,1.928571429,14.78571429,0.0,73.64285714,5.071428571,0.0,0.0,583.428571423
"KANNAUJ, UTTAR PRADESH",49.78571429,41.07142857,15.14285714,12.42857143,0.0,9.357142857,106.2857143,2.214285714,0.071428571,11.28571429,29.35714286,91.14285714,31.78571429,53.78571429,21.35714286,22.71428571,43.21428571,1.071428571,4.214285714,21.85714286,22.35714286,39.0,7.571428571,69.28571429,0.0,139.5714286,5.571428571,0.0,0.0,851.5000000589997
"KANNUR, KERALA",21.78571429,36.21428571,13.28571429,47.07142857,0.0,38.42857143,25.85714286,6.071428571,1.714285714,53.85714286,233.0,194.4285714,78.64285714,110.0,861.4285714,13.21428571,147.0,3.714285714,59.07142857,1075.571429,0.214285714,146.7857143,10.78571429,264.7857143,0.0,147.3571429,5.785714286,0.0,0.642857143,3596.7142861620005
"KANPUR DEHAT, UTTAR PRADESH",38.71428571,28.42857143,14.07142857,15.85714286,0.0,13.0,101.4285714,4.214285714,0.428571429,13.85714286,26.85714286,97.21428571,19.78571429,72.92857143,51.28571429,21.64285714,39.64285714,0.714285714,4.428571429,197.9285714,25.42857143,41.92857143,17.28571429,66.21428571,0.0,153.7857143,4.5,0.0,0.0,1071.571428536
"KANPUR NAGAR, UTTAR PRADESH",158.5,119.7142857,39.0,55.21428571,0.0,44.07142857,477.0,14.5,2.857142857,100.7142857,251.4285714,1187.5,819.2857143,339.6428571,179.5,180.5,383.2857143,16.42857143,7.785714286,447.9285714,63.21428571,122.6428571,149.2857143,369.5714286,0.0,454.1428571,28.57142857,0.0,1.285714286,6013.571428419
"KANSHIRAM NAGAR, UTTAR PRADESH",17.07142857,17.21428571,4.214285714,6.0,0.0,6.0,36.42857143,0.285714286,0.0,3.142857143,8.357142857,32.85714286,15.5,17.35714286,10.85714286,5.5,12.07142857,0.214285714,2.785714286,33.5,9.5,10.35714286,0.714285714,9.428571429,0.0,32.07142857,0.0,0.0,0.0,291.42857143300006
"KANYAKUMARI, TAMIL NADU",35.92857143,69.5,1.285714286,10.28571429,0.0,9.214285714,52.14285714,2.071428571,1.0,45.64285714,189.9285714,295.6428571,58.42857143,222.5,2.714285714,5.071428571,101.0,6.0,26.64285714,558.9285714,3.714285714,17.85714286,51.78571429,63.78571429,0.0,350.0714286,14.71428571,0.0,1.071428571,2196.9285713609997
"KAPURTHALA, PUNJAB",25.71428571,33.92857143,3.642857143,22.92857143,0.0,17.78571429,48.0,2.357142857,5.285714286,10.57142857,90.71428571,144.9285714,40.92857143,96.92857143,0.428571429,4.785714286,150.6428571,2.285714286,2.571428571,201.0,3.928571429,18.64285714,0.0,37.85714286,0.0,108.7142857,7.071428571,0.0,0.0,1081.6428570580001
"KARAIKAL, PUDUCHERRY",2.714285714,2.428571429,0.357142857,1.928571429,0.0,1.5,3.142857143,0.142857143,0.285714286,0.714285714,12.35714286,40.14285714,19.28571429,19.28571429,16.35714286,0.571428571,4.857142857,0.142857143,2.0,110.0,0.142857143,9.642857143,1.857142857,0.571428571,0.0,44.42857143,1.571428571,0.357142857,0.0,296.785714298
"KARAULI, RAJASTHAN",31.42857143,31.21428571,0.857142857,42.71428571,0.0,36.0,167.2857143,1.142857143,1.714285714,16.07142857,38.28571429,498.1428571,242.3571429,238.5714286,23.21428571,11.35714286,160.2857143,0.714285714,18.85714286,55.07142857,14.07142857,53.28571429,0.0,125.9285714,0.0,104.8571429,17.21428571,0.0,0.285714286,1930.9285714940004
"KARBI ANGLONG, ASSAM",49.5,17.78571429,1.714285714,18.14285714,0.0,14.5,83.71428571,8.357142857,0.071428571,13.14285714,23.85714286,126.7142857,26.64285714,90.0,32.92857143,9.642857143,9.928571429,1.857142857,16.35714286,62.28571429,1.0,12.35714286,0.071428571,18.85714286,0.0,62.85714286,10.07142857,0.142857143,0.428571429,712.9285714239998
"KARGIL, JAMMU & KASHMIR",0.642857143,0.5,0.214285714,1.0,0.0,0.714285714,3.571428571,0.0,0.0,0.0,5.071428571,5.0,0.571428571,4.214285714,7.642857143,0.785714286,1.5,0.0,1.214285714,0.428571429,0.0,1.357142857,0.0,0.214285714,0.0,10.0,0.214285714,0.0,0.0,44.857142855
"KARIMGANJ, ASSAM",35.35714286,19.64285714,0.285714286,47.57142857,0.0,37.0,117.1428571,11.57142857,0.785714286,7.0,104.4285714,145.4285714,12.42857143,121.0714286,150.5714286,14.64285714,22.85714286,2.285714286,20.21428571,120.3571429,7.857142857,8.428571429,0.0,134.4285714,0.071428571,45.64285714,11.92857143,1.071428571,0.428571429,1200.4999999650001
"KARIMNAGAR, ANDHRA PRADESH",126.7857143,92.0,7.714285714,65.0,0.0,65.0,236.0,6.714285714,2.071428571,26.0,257.6428571,597.0714286,112.9285714,484.1428571,150.5,47.21428571,453.2142857,4.642857143,52.14285714,2423.357143,45.21428571,299.0714286,185.7142857,569.5714286,0.071428571,429.2142857,0.0,0.0,0.0,6739.000000073001
"KARIMNAGAR, TELANGANA",7.785714286,9.714285714,1.0,14.14285714,0.0,4.714285714,15.14285714,0.714285714,0.0,2.571428571,53.85714286,52.5,17.5,0.0,12.42857143,7.714285714,58.07142857,0.0,2.714285714,26.71428571,2.428571429,63.28571429,0.0,52.64285714,0.0,145.9285714,35.0,0.0,1.285714286,587.857142822
"KARNAL, HARYANA",44.42857143,36.5,4.857142857,67.42857143,0.0,53.78571429,166.5714286,6.714285714,7.785714286,25.42857143,293.2857143,689.7857143,425.2857143,244.2857143,45.5,15.14285714,116.2142857,2.0,8.785714286,512.5714286,15.92857143,52.85714286,10.35714286,188.0,0.0,283.2857143,20.21428571,4.928571429,0.0,3341.9285715519995
"KARUR, TAMIL NADU",23.07142857,19.85714286,0.214285714,5.571428571,0.0,5.428571429,44.28571429,1.5,0.0,16.35714286,50.21428571,219.6428571,82.42857143,130.2142857,27.0,4.428571429,17.78571429,2.785714286,5.642857143,221.5714286,1.857142857,15.92857143,3.785714286,16.35714286,0.0,315.3571429,7.0,0.0,0.0,1238.285714315
"KASARGOD, KERALA",16.21428571,19.5,8.071428571,52.71428571,0.0,44.35714286,20.28571429,5.785714286,1.571428571,23.28571429,154.9285714,154.4285714,75.35714286,70.71428571,513.2857143,11.21428571,170.2857143,1.857142857,31.71428571,731.4285714,0.571428571,97.21428571,6.785714286,158.3571429,0.0,73.78571429,8.357142857,0.214285714,0.214285714,2452.4999999770002
"KASGANJ, UTTAR PRADESH",4.785714286,7.714285714,2.142857143,5.285714286,0.0,2.857142857,29.0,0.0,0.0,1.071428571,8.0,25.35714286,14.5,5.142857143,9.071428571,3.0,3.5,0.0,0.5,34.71428571,3.785714286,11.35714286,0.0,3.428571429,0.0,25.21428571,5.714285714,3.142857143,0.0,209.28571428299995
"KATHUA, JAMMU & KASHMIR",11.64285714,23.42857143,0.785714286,17.28571429,0.0,14.42857143,47.57142857,0.428571429,0.0,1.214285714,58.42857143,57.57142857,17.71428571,37.21428571,42.21428571,4.642857143,13.64285714,0.0,8.642857143,18.42857143,1.928571429,25.5,8.571428571,9.428571429,0.0,59.71428571,2.642857143,0.0,0.0,483.07142855700005
"KATIHAR RAILWAY, BIHAR",0.714285714,0.642857143,0.0,0.0,0.0,0.0,0.428571429,0.142857143,0.0,0.571428571,0.571428571,13.0,2.5,0.0,0.571428571,0.142857143,0.285714286,0.0,0.071428571,0.571428571,0.0,1.571428571,0.0,0.0,0.0,1.071428571,10.5,0.0,0.0,33.35714285499999
"KATIHAR RLY., BIHAR",9.571428571,1.285714286,0.5,1.285714286,0.0,1.285714286,11.57142857,5.928571429,1.357142857,10.14285714,6.785714286,200.1428571,5.357142857,194.7857143,8.214285714,1.357142857,9.142857143,0.214285714,0.214285714,14.57142857,0.428571429,2.285714286,0.0,0.928571429,0.0,1.214285714,0.0,0.0,0.0,488.5714285380001
"KATIHAR, BIHAR",73.64285714,45.71428571,2.428571429,99.07142857,0.0,88.57142857,207.2857143,20.35714286,2.142857143,27.42857143,61.0,230.2142857,68.57142857,148.3571429,212.0714286,35.35714286,64.92857143,1.5,13.21428571,531.6428571,18.14285714,9.428571429,0.5,49.85714286,0.285714286,93.28571429,13.28571429,0.928571429,0.0,2119.2142857460003
"KATNI, MADHYA PRADESH",38.78571429,27.35714286,3.071428571,62.92857143,0.0,49.85714286,53.28571429,0.928571429,2.071428571,17.64285714,164.6428571,191.2142857,84.57142857,100.5,23.64285714,5.0,30.5,0.714285714,8.571428571,968.0,16.64285714,149.6428571,11.07142857,60.78571429,0.0,168.2857143,6.142857143,0.142857143,0.428571429,2246.4285713510003
"KAUSHAMBI, UTTAR PRADESH",52.78571429,23.57142857,15.28571429,21.14285714,0.714285714,19.14285714,77.71428571,1.642857143,0.285714286,17.35714286,60.92857143,85.35714286,20.64285714,59.57142857,28.28571429,18.14285714,39.92857143,0.928571429,3.857142857,123.4285714,21.92857143,49.35714286,6.785714286,54.5,0.0,118.1428571,5.142857143,0.0,0.0,926.571428508
"KAWARDHA, CHHATTISGARH",1.357142857,0.857142857,0.142857143,2.5,0.0,2.5,0.142857143,0.071428571,0.071428571,0.142857143,4.928571429,3.071428571,0.285714286,2.785714286,0.714285714,0.142857143,0.285714286,0.0,0.285714286,11.92857143,0.071428571,3.214285714,0.285714286,1.071428571,0.0,0.857142857,0.0,0.0,0.0,37.714285714999995
"KENDRAPARA, ODISHA",37.07142857,32.42857143,0.428571429,36.0,0.0,29.57142857,76.0,8.714285714,2.428571429,32.0,88.85714286,107.7857143,28.14285714,74.78571429,30.14285714,3.714285714,22.35714286,0.642857143,13.85714286,166.3571429,27.35714286,39.28571429,13.64285714,51.5,0.0,30.21428571,4.857142857,0.0,0.0,958.1428572059999
"KEONJHAR, ODISHA",82.85714286,74.35714286,6.928571429,75.07142857,0.0,60.71428571,90.42857143,15.35714286,1.214285714,54.35714286,98.07142857,236.0,59.71428571,166.6428571,74.35714286,23.64285714,31.21428571,1.214285714,20.64285714,209.4285714,16.5,188.2142857,14.42857143,65.35714286,0.0,335.7857143,9.642857143,0.0,0.428571429,2012.5714284989997
"KHAGARIA, BIHAR",57.28571429,73.92857143,3.0,17.07142857,0.0,13.85714286,105.8571429,10.07142857,1.857142857,23.42857143,21.07142857,108.9285714,18.5,81.42857143,188.0714286,7.785714286,21.21428571,0.857142857,11.28571429,381.9285714,13.35714286,8.642857143,0.0,18.21428571,0.071428571,90.07142857,9.0,0.5,0.0,1287.2857143040003
"KHAMMAM, ANDHRA PRADESH",102.8571429,63.57142857,4.071428571,58.64285714,0.0,58.64285714,147.5714286,4.928571429,0.571428571,15.07142857,226.5714286,492.3571429,130.1428571,362.2142857,128.7142857,30.42857143,198.3571429,5.142857143,34.35714286,1455.642857,16.64285714,178.6428571,201.5714286,347.0,0.0,390.2142857,0.0,0.0,0.0,4653.928571363999
"KHAMMAM, TELANGANA",5.428571429,6.071428571,0.5,22.0,0.0,7.285714286,10.42857143,0.142857143,0.0,1.071428571,61.71428571,53.28571429,19.85714286,0.0,13.42857143,2.857142857,60.35714286,0.0,1.142857143,7.142857143,1.285714286,69.14285714,0.0,37.85714286,0.0,308.6428571,33.42857143,0.0,0.214285714,723.285714253
"KHANDWA, MADHYA PRADESH",33.28571429,37.85714286,0.357142857,76.14285714,0.0,64.71428571,61.28571429,3.571428571,1.785714286,16.0,291.8571429,308.0,87.42857143,204.0,47.21428571,8.357142857,23.21428571,0.357142857,11.71428571,61.57142857,7.357142857,197.0,18.85714286,48.57142857,0.071428571,142.8571429,16.57142857,0.0,0.0,1770.0000000760008
"KHANNA, PUNJAB",19.21428571,20.78571429,3.357142857,14.0,0.0,10.71428571,34.28571429,1.714285714,2.785714286,4.857142857,70.0,115.9285714,39.07142857,60.28571429,0.071428571,5.571428571,68.64285714,1.357142857,0.785714286,125.0714286,3.357142857,11.0,0.428571429,22.57142857,0.0,129.7142857,16.57142857,0.0,0.214285714,782.357142839
"KHARAGPUR G. R. P., WEST BENGAL",0.5,0.0,0.0,0.0,0.0,0.0,0.428571429,0.0,0.0,0.142857143,0.0,11.07142857,0.071428571,0.0,0.285714286,0.071428571,0.214285714,0.0,0.0,0.142857143,0.0,0.857142857,0.0,0.0,0.0,0.857142857,11.0,0.0,0.0,25.642857141
"KHARAGPUR G.R.P., WEST BENGAL",3.285714286,0.642857143,0.428571429,0.357142857,0.0,0.357142857,2.285714286,1.5,2.785714286,3.071428571,0.071428571,104.8571429,0.285714286,104.5714286,1.857142857,0.214285714,0.785714286,0.142857143,0.0,2.642857143,0.071428571,2.071428571,0.214285714,0.5,0.0,1.0,0.0,0.0,0.0,234.00000007100002
"KHARGON, MADHYA PRADESH",39.71428571,36.14285714,5.714285714,54.5,0.0,54.5,48.42857143,2.714285714,3.571428571,17.85714286,176.0,485.0,92.5,392.5,55.28571429,13.5,25.28571429,0.285714286,11.35714286,350.8571429,20.42857143,147.8571429,20.85714286,44.92857143,0.071428571,151.2857143,0.0,0.0,0.0,2251.1428572560003
"KHARGONE, MADHYA PRADESH",3.0,2.071428571,0.285714286,25.28571429,0.0,8.428571429,18.0,0.0,0.0,1.285714286,27.85714286,30.35714286,11.5,0.0,3.285714286,0.428571429,1.928571429,0.0,0.857142857,17.85714286,3.071428571,35.28571429,0.0,5.285714286,0.0,52.35714286,18.85714286,0.0,0.0,267.28571431
"KHASI HILLS EAST, MEGHALAYA",34.35714286,16.0,2.357142857,32.57142857,0.0,29.71428571,43.85714286,13.92857143,0.357142857,43.85714286,88.92857143,247.2857143,62.78571429,159.0714286,1.214285714,18.64285714,59.14285714,2.357142857,19.57142857,46.64285714,1.071428571,26.57142857,0.142857143,10.35714286,0.0,32.92857143,25.42857143,2.071428571,1.071428571,1022.2857143309999
"KHASI HILLS SOUTH W., MEGHALAYA",0.714285714,0.0,0.142857143,0.785714286,0.0,0.785714286,0.285714286,0.357142857,0.0,0.142857143,0.071428571,0.857142857,0.142857143,0.714285714,0.071428571,0.142857143,0.0,0.142857143,0.0,1.0,0.0,0.142857143,0.0,0.142857143,0.0,0.214285714,0.0,0.0,0.0,6.857142856999999
"KHASI HILLS SOUTH WEST, MEGHALAYA",0.285714286,0.071428571,0.0,2.571428571,0.0,0.857142857,0.0,0.428571429,0.0,0.071428571,0.0,1.071428571,0.214285714,0.0,0.0,0.071428571,0.071428571,0.0,0.0,0.428571429,0.071428571,1.0,0.0,0.0,0.0,0.357142857,0.857142857,0.0,0.0,8.428571426000001
"KHASI HILLS WEST, MEGHALAYA",14.07142857,6.785714286,0.5,16.28571429,0.0,13.57142857,7.571428571,11.21428571,0.0,6.285714286,12.07142857,29.21428571,2.5,23.21428571,0.5,1.357142857,3.285714286,0.357142857,1.571428571,8.571428571,0.0,5.071428571,0.0,0.0,0.0,1.5,3.5,0.0,0.0,168.99999998600006
"KHEDA NORTH, GUJARAT",35.71428571,10.57142857,0.785714286,11.64285714,0.0,11.64285714,79.71428571,9.0,0.0,13.0,104.3571429,288.9285714,86.0,202.9285714,50.71428571,34.71428571,37.42857143,6.857142857,15.0,323.7142857,0.0,27.28571429,0.071428571,140.3571429,0.0,218.2142857,0.0,0.0,0.0,1708.6428571240003
"KHEDA, GUJARAT",1.571428571,1.5,0.0,2.571428571,0.0,0.928571429,11.42857143,1.285714286,0.0,0.357142857,8.0,12.35714286,6.0,0.0,5.071428571,2.142857143,1.785714286,0.0,0.214285714,16.42857143,0.0,4.142857143,0.0,6.142857143,0.0,88.28571429,6.357142857,1.071428571,0.0,177.64285715200003
"KHIRI, UTTAR PRADESH",101.5714286,104.0714286,32.0,50.85714286,0.0,44.07142857,217.1428571,4.285714286,4.428571429,30.5,71.0,332.2857143,134.5,184.3571429,61.64285714,29.85714286,79.85714286,2.142857143,5.5,383.0,54.71428571,70.0,39.85714286,83.64285714,0.0,180.2857143,13.42857143,0.0,0.0,2315.0000000880004
"KHOWAI, TRIPURA",1.714285714,0.285714286,0.0,2.357142857,0.0,2.357142857,1.142857143,0.071428571,0.0,0.357142857,2.785714286,4.785714286,1.357142857,3.428571429,1.714285714,0.5,1.214285714,0.0,1.071428571,15.92857143,0.5,4.642857143,0.071428571,5.571428571,0.0,0.0,0.0,0.0,0.0,51.85714285699999
"KHUNTI, JHARKHAND",50.21428571,6.928571429,1.214285714,5.857142857,0.0,4.714285714,15.42857143,2.714285714,0.357142857,9.214285714,2.5,22.42857143,5.071428571,15.64285714,15.42857143,2.142857143,3.285714286,0.071428571,1.071428571,11.5,0.357142857,1.857142857,0.142857143,2.428571429,0.357142857,35.14285714,1.714285714,0.571428571,0.0,218.35714284900004
"KHURDA, ODISHA",42.78571429,53.64285714,3.357142857,48.92857143,0.0,43.35714286,110.5714286,19.92857143,2.714285714,108.1428571,297.5714286,631.2142857,275.0714286,346.7857143,67.71428571,20.78571429,134.2142857,1.357142857,17.35714286,659.5714286,16.78571429,75.64285714,7.0,102.4285714,0.071428571,152.1428571,9.357142857,0.0,0.0,3248.499999996
"KINNAUR, HIMACHAL PRADESH",2.714285714,0.428571429,0.071428571,7.071428571,0.0,5.642857143,5.714285714,0.071428571,0.0,0.285714286,29.78571429,9.714285714,0.714285714,8.285714286,11.92857143,2.357142857,1.357142857,0.0,0.642857143,11.42857143,0.071428571,4.142857143,0.214285714,3.571428571,0.0,28.64285714,0.714285714,0.0,0.0,135.571428573
"KIPHIRE, NAGALAND",1.428571429,1.142857143,0.142857143,0.5,0.0,0.357142857,0.857142857,0.214285714,0.0,0.5,0.642857143,3.428571429,0.071428571,3.214285714,0.285714286,0.0,0.5,0.142857143,0.0,0.357142857,0.0,0.0,0.0,0.0,0.0,0.071428571,0.142857143,0.071428571,0.0,14.071428571
"KISHANGANJ, BIHAR",30.64285714,13.28571429,2.642857143,48.5,0.0,39.35714286,128.2857143,10.21428571,1.285714286,10.5,46.78571429,134.5,31.0,93.21428571,140.0,15.71428571,25.71428571,1.5,5.857142857,182.5714286,7.642857143,8.857142857,0.071428571,41.64285714,0.0,30.42857143,10.28571429,0.214285714,0.0,1060.7142857509998
"KISHTWAR, JAMMU & KASHMIR",2.857142857,8.428571429,0.214285714,3.571428571,0.0,2.714285714,20.28571429,0.142857143,0.0,0.285714286,11.5,10.71428571,0.5,8.928571429,0.571428571,1.142857143,3.214285714,0.214285714,2.571428571,0.571428571,0.0,7.285714286,0.928571429,5.0,0.0,6.142857143,1.285714286,0.0,0.0,99.071428571
"KODAGU, KARNATAKA",29.64285714,29.35714286,1.357142857,16.42857143,0.0,12.85714286,22.14285714,2.071428571,0.0,8.214285714,118.3571429,99.14285714,17.92857143,74.07142857,61.07142857,3.071428571,28.21428571,1.428571429,3.142857143,461.9285714,2.357142857,34.35714286,1.0,35.28571429,0.0,43.57142857,7.142857143,0.857142857,0.0,1115.000000012
"KODERMA, JHARKHAND",26.35714286,28.0,1.285714286,13.0,0.0,10.85714286,38.71428571,16.85714286,0.428571429,14.5,23.0,97.78571429,24.28571429,66.85714286,93.28571429,14.42857143,47.64285714,0.357142857,2.071428571,98.5,10.78571429,6.857142857,0.285714286,29.35714286,0.0,65.71428571,6.642857143,0.0,0.0,737.8571428789999
